,content,label
942,"有左就有右,分左右不怕,真要是只有可耻和不可耻的区别,那可太恐怖啦!!![抓狂] //@Mistie高丹青:转发微博。",0
943,[蜡烛]//@冯淇: [蜡烛] //@吕晓杰:[蜡烛] //@浩汪:[蜡烛] //@buruoou:[泪][泪][蜡烛] //@查立: [蜡烛] //@樱桃和细毛: [亲亲][亲亲] //@LeavingBeijing: [蜡烛][蜡烛][蜡烛] //@bmw一莲幽梦-bocc: [蜡烛][蜡烛],0
944,不象。真的！如果不想象，真的不不不不 象。 //@葛斌斌:回复  @螃蟹秘密臧崇羽 :有耳朵的是刘备 // @螃蟹秘密臧崇羽 :葛总你肿么了？你的耳朵哪去了？[衰],0
945,这年头靠一招鲜的品牌都要会包装才行 //@大董大懂:嗯哪！ //@殳俏wasa:被感动了[泪] //@沈宏非:如果我觉得17个摺也可以吃，或者18.5个摺比18个摺好吃，会不会也收到律师信啊？,0
946,//@陕西省旅游局: 霾又来了[泪],0
947,可怜的小胖纸，太照业鸟！[泪],0
948,欧盟：“土豪，求包养！[花心]” 中国：“妞儿，给爷笑一个先。[阴险]” 美帝：“你们滚犊子！[抓狂]”//@汴人郭威: = =,0
949,虫虫危机[抓狂][抓狂][抓狂],0
950,无比热泪盈眶的感谢尊敬的亲爱的@气壳王劲松 在国庆期间，国家大剧院#话剧王府井#一票难求的情况下给潘娟的老爹老娘弄到了三张票[泪]虽然我的票被@米斯嘉儿 抢了，但我...春节看过了[偷笑]感谢老爹老娘让99班更团结更温暖...@演员杨志刚 @姚晨 @姬他 @隋兰 @制片人于飞 @刘滢同学 任重道远！,0
951,//@Zhu哲哲：啊！笨笨～//@冷笑话精选: 我都要看哭了。。。[泪],0
952,本来是早餐的半个好丽友被当作中餐吃了....[衰],0
953,看来没有长熟的黄瓜不能吃哦[抓狂],0
954,我的表一直勤勉的走在时间前面[挖鼻屎]让我一度怀疑自己是不是走路时胳膊甩得幅度太大了[委屈]。近日来它更健步如飞--五天居然快了四分钟，我再也忍不了了[抓狂][抓狂][抓狂]明儿我就把你给送去看病！让你得瑟！[哼],0
955,想不通想不通[抓狂]警察说车子过期一个月未年检，所以要罚款，我认罚；警察说未按时年检车子现在就不能开，所以要拖车，我认拖；警察说当天不能受理，所以隔日取要交停车费，我认交；想不明白的是，TMD隔日去交通队缴了罚款停车费拖车费后，车子成安全了？有罚单护佑，车子就可保安全地开去验车[怒],0
956,原来不光有盗QQ骗钱，还有盗MSN骗钱~看过这么多例子，第一反应不是打电话问本人确认事情真假而是反应没网银无法转账，还傻了吧唧去问共同朋友能否去转账~这骗子得多感谢我啊！还好@PanPan潘哒哒 反应快~唉~@温馨猫窝 赶紧换密码吧[衰][衰][衰],0
957,[怒]生活水平明显提高，竟然让我肉眼看到了肉!想想去年今日，我们还生活在水深火热中[泪],0
958,这个绝对不是富强粉~ //@汪云志行之:[哈哈] //@北京厨子:禽兽，放开那袋面粉！[抓狂],0
959,我是做完了很舒胡，睡到自然醒了，忍不住发了这条，又继续睡啊???很自然，很平衡[鼓掌][鼓掌][鼓掌] //@德懋堂卢强:自然就是平衡！[哈哈] //@郝宇晖:敢问您这02：16还清醒着的平衡法不咋嘛阿育吠陀嗒[悲伤][思考],0
960,BB挂了，谁之前下载了Marketing Research的作业了可以发给我不？[抓狂],0
961,【别人的老师VS你的老师[泪] 】四川最美英语老师红了，福建厦门九中英语老师Miss Wu被称“最萌萝莉老师”，安徽农业大学最美法语老师也走红了…同样是老师，差别怎么这么大呢[哈哈]（图：快乐麻花）,0
962,回复 @怯弱的狮子Susan:[泪]我现在兴趣是不是有点多 //@怯弱的狮子Susan:笨笨！等你学会了就有兴趣了。 //@墙根网-蜗牛:前几日张家口长城岭滑雪场邀请去滑雪，对于我这个不会滑也不爱滑的情何以堪。,0
963,[泪]你回家七天，他们等待一年。[可怜]春节回家，多陪陪爸妈。全家人坐在一起说说笑笑，就是最幸福的事。[抱抱]@安徽卫视 也将在初一至初七每天上午重播《超级笑星》经典晋级赛节目，七天假期，让《超级笑星》陪伴全家人新的一年笑口常开~[嘻嘻],0
964,回复@一瓶子太阳:[偷笑] //@一瓶子太阳:外国鬼比中国鬼会来事！[衰],0
965,从几百万瞬间到零的不寻常变动，虽然并不能影响《璀璨人生》的全国收视第一！[hold住]但希望这样人工操控、背离观众的收视污染远离我们的电视圈！[怒]也送给“被算计”的喜爱《璀璨》的观众朋友们一个好消息，下周六晚（9.14）璀璨主演登陆大本营！欢迎大家继续支持！[鼓掌],0
966,一车乘客获救，但司机，却永远地走了~[泪] //@刘涛在路上:#正能量#请传递。,0
967,学校没了，还以为会回去应征一下我的回忆，结果我只能坚守记忆了[泪] //@??LUCY:每次路过初一的校园门口，我都会往里看看，里面有我无法忘记的回忆。,0
968,小泼妇[怒][衰],0
969,早高峰的2号线真是够了！！！人怎么会那么多那么多还越来越多啊！！！[抓狂][抓狂][抓狂][抓狂],0
970,老妈今天居然在我上班的小区路上捡到了我昨天丢的一颗扣子??????顿时觉得丢手机的事情变得很渺小！[衰],0
971,我已经深度中毒[泪][泪][泪] //@hedge-hog://@网秦林宇:食品安全堪忧！,0
972,浙江卫视。。不播广告会si啊。[晕][晕],0
973,枪毙，畜生！孩子碍你什么事了[怒][怒][怒],0
974,每次失眠都?想起?去的得?失。[悲伤][悲伤],0
975,组织了一个多月的滑雪活动今天终于还是没成功[抓狂]@李甲乙丙 说的对，再不去雪就滑了[哼]你们@新笑声客栈  的人真是太不靠谱了，我恨你们！尤其是@迟永志 @龚浩川 @侯林林微博 @木易令公 @相声演员孙仲秋 @张萌杰 @刘涛[怒骂]爷自己去滑雪了，你们再想找我都找不到了.你把牛宰啦？我没带钱.别挨骂了！,0
976,连自行车都堵，这还叫路吗[衰],0
977,一直以为今天周三[晕],0
978,那伦家确实忘记了，要不问问元芳是否还记得！泪][泪][泪],0
979,@reqiao 周末这两日看你推荐的《步步惊心》，读到紧张精彩之处不知不觉将十指手甲全部咬得“斑秃”，现在我是咬牙坚持打字和干家务呢。[抓狂],0
980,积重难返 //@杨东平:转发 //@陈有西: 回复@Dr_Ma_of_PUMC:[泪]  //@Dr_Ma_of_PUMC:中国现在的社会环境和文化土壤，只配产生百度这样的流氓货色，谷歌只能被淘汰出局，此逆向淘汰法则已经持续两千年。除非彻底改变，否则即便百度倒了，后继者也会落绎不绝。[泪],0
981,又看了一遍宋朝的靖康之耻和明朝崇祯皇帝的自杀因果，真是太难受了。 [衰]不出轮回，终会受大苦报，当真苦不堪言。即使过去世曾经是怎样辉煌，也终免不了堕落。[泪流满面],0
982,回不去家了，赶紧打车！[泪][泪][泪][泪] 我在#长虹公园# http://t.cn/zOeWnmF,0
983,//@范子瑜Andrew:[泪],0
984,回复@海天招牌拌饭酱:没找到[泪] //@海天招牌拌饭酱:回复@玩美煮艺:你赶紧擦亮眼睛看看啊~,0
985,太心水了！家里是铜的，工作室只能用电磁炉，所有就只能重新买啦...[泪],0
986,//@欧阳靖飞:强烈鄙视这种行为。。。//@我大乖小黄齐齐控爱谁谁的笑蜀黍: //@原来只有我的空间: //@小虎吉: 缺德[怒]//@MOON-抵制玉林狗肉?: 停!//@天正先生: //@西土瓦作人: @天正先生,0
987,天哪不号种吗？我还想试试呢 //@后海胡同四十四号厨房:这是我的最爱 国内不易得 种植未成功[泪],0
988,刚加@我是王赛刚 的微信，恍惚间我还以为是@土豆妈 她儿子...[汗]，刚哥，我错了...[泪],0
989,好多人骂写这个帖子的“楼主”，我倒觉得两人名校毕业，二十多岁年收入加起来50万，在北京怎么也算上中产了，要结婚还要计算的这么实际，还不能说人家想的问题不会是困难，真悲凉[衰],0
990,回复@蓝德灯:哈哈～～看来男士一露点还有催吐的功效～～三爷快来啊，快点吐啊～～@卞洛磊 //@蓝德灯:早点全搭上了[吐] [怒骂] //@裴虹猪鼓励:一大早就看见这个～！转还是不转呢～～还是转吧！没知识真不行啊 //@化妆师lvy:哈哈真逗],0
991,啊！他们怎么干这事儿啊[吃惊][哼][失望] //@sina何霞: 自从08那会他们某记者给我打了通电话，想要联系采访欧阳未果之后，稿子还是出了，各种粘贴复制……从此再也不看三联咯。//@羊男: 昨天看了想吐槽没来得及整理，今天剑大出手了。[鼓掌],0
992,宝贝！一路走好[蜡烛][蜡烛][蜡烛][蜡烛][蜡烛][蜡烛][来][泪][泪]@番茄小牙,0
993,一分钟有多长？这要看你是蹲在厕所里面，还是等在厕所外面了[嘻嘻] 哥们，不赖你，是因为地球引力出了问题[怒],0
994,[衰]//@沈太玲: 央视的3.15，你妈喊你回家吃老酸奶啦！！[鄙视][鄙视],0
995,就是啊，20W真不够啊//@我是唐小玲: 20w家庭现金流、储备金、生息基础金都没有！踏实上班吧！ //@Maggie麦姬姬:20万满足了？这是三线城市的标准吧 //@蜜思丝秋秋盒:8000元？[衰]也太好满足了~自己用也不够啊~[衰],0
996,"畜牲。。。[怒] 老人家，您何必呢！这年代您越让他就越不知天高地厚！一路走好[微风] //@左眼失聪:fuck  // @福根儿 :令人发指！！！！！！！！！姚礼尧:我当时看到老头一直在让,年轻人打人是还骂老头有病,老头连说我有病,我有病.然后别人劝老头跑,老头一直不肯跑,说要干活.",0
997,[泪]天呐，这就是中国男人的辛酸泪啊~~~~~ @文杰儿 是不是啊！！,0
998,#装修那点事儿#装修合同签了一周了，我一直没去房子看看。今天我给工长电话问他我家什么时候开工？工长说工人已经在我家干了好几天活儿了！[衰][晕],0
999,[偷笑]//@ll雪雪酱: [怒][怒][怒]力宏你不懂爱钢琴盖会掉下来//@所长别开枪是我: 力宏你不是人！！,0
1000,到酒店吃好饭了，今天真把爷累爬了……[衰]，但爷欣赏到了如画般的美景，征服了这公路。,0
1001,银锭再也望不见那西山@何勇的钟鼓楼 [泪]//@曾一智: 忽然想起小时候站在西长安街上一直望到西山的情景。。//@京根儿: 这也算是北京给与所有人的早安问候了//@王小悲: 空气真好//@曾一智: //@宣武永存_: 还真是，西部雪山....,0
1002,暗恋那些事儿[失望] 你也有过这样的纠结经历么,0
1003,过年会往外发大红包才是真的吧[泪],0
1004,今天早晚都按了十几次指纹才刷上，被嫌弃了[泪][泪][泪],0
1005,冒着台风去处理保险事宜，回来路上去超市屯了包括薯片，冰砖，泡面在内的一包粮食！突然就想到去年被困三亚的情景了[晕],0
1006,我在珠海看到过！牛逼死了！@常青旅游卫视世界真奇妙 //@施琛华: 我在郑州亲眼看到过一次 大街上//@微博同城会:大吃一斤？！？！[晕] @无锡同城会 你们太重口了……[生病],0
1007,我也要O(∩_∩)O哈哈~。。。[偷笑]//@恩之方: 回复@高小墩:[哈哈]忘了还有一位@高小墩 //@高小墩:求被艾特[泪] //@恩之方:发奖啦@小湿湿是丸子控_歪歪帝 @圆圆1217 @山楂小豆包 @米的密度 @俗里俗气的小丸子 @Sam穆如清风 @BernieZC @可爱淘桃 @宁小馨 @俗里俗气的小丸子 @王小美要发威,0
1008,饿了，狠了半天心决定自己做个三明治吃，晚上没吃饱，亏了[泪],0
1009,这是怎么了[泪],0
1010,公布了我们参观一下，这么多年没见过真正的“人渣”了。[怒],0
1011,[泪]//@李晨: 是四个二，还是两个王…地主死了么？[偷笑],0
1012,我能说我都抽过吗！哈哈 //@袁野235:我能说我都有吗[偷笑] //@羲羲网烟酒茶:我承认都没见过[衰][衰],0
1013,天气差，连网速也超慢~这日子[衰][衰],0
1014,今天收到德语老师的读后感想，其实，我得承认，我和她的感觉差不多。书出版以后鼓起勇气再读了一遍，居然感觉自己一点也不像最初写作时那样喜欢若谷了。【无奈摊手】我可是在序里写她是我深爱的女主角啊…[泪]（最后我想说的是，学德语的人，终究是得有铁石心肠，不然怎么能学会这门语言呢）,0
1015,// @Jonathan唐 : *从2008年开始，中国的地方政府债务由2.35亿美元激增至1.6万亿美元 *北京居民一年的收入全部用于买房，他只可以买到0.56平方米 *中国约有6400万个空置房 *五年后，中国的信用卡债务或激增600% *超过5亿的中国人每天生活费不足2美元 *中国平均每天发生493起群体性事件。。。[抓狂],0
1016,一早看到这个，全身都是正能量！好声音！好评委！好感动！[泪][泪][泪]还有，我太喜欢 @那英 了！,0
1017,才看到第三集啊！不行了啊！虐死了啊！眼泪哗啦啦啊！[泪][泪][泪][泪],0
1018,下次回昆明就是长水机场了。//@超级阳光美少女陈小阳回来了:亲爱滴巫家坝 //@飞常准:别了，百年昆明巫家坝机场！[泪],0
1019,夏目友人帐在看到露神の祠的时候也是哭了几天几夜 //@eatonwong:萤火之森当时看得鼻涕眼泪交错流啊……[泪],0
1020,谁来救救北京？不想有一天需要带着防毒面具才能出门[泪],0
1021,[鄙视] 一怒再短发去，泥马啊，这是封建旧社会啊[抓狂][抓狂][抓狂]//@梁延利:[哈哈][哈哈][哈哈]@活跃的氧气 //@糗事大百科:[挖鼻屎],0
1022,百变忻 我想去沈阳[泪][泪][泪][泪],0
1023,我是跟你和李帆在台下聊天的 //@吹米-李磊:[泪]OH~no~我是鼓手，您说的那个特别酷的胖哥哥是@大雷音乐队-薛强FatJeezy 是大雷音乐队的吉祥物么~您是？光看微博名啥子的都对不上号啊~[思考]//@李千岁: 谢谢，你是那个用gibson的发型特别酷的大哥对吧[哈哈][哈哈][哈哈][哈哈] //@吹米-李磊:,0
1024,感冒了好像[泪]嗓子好难受!,0
1025,[晕][晕] //@蒋巍V:转发微博,0
1026,@蘑小菇even [抓狂][抓狂][抓狂]生日就送???[耶] //@艾米粒er:这太高阶了… //@qiyi118:  @艾米粒er  应该喜欢这个 //@玉米花儿:这玩意要浇水么？隔三差五用喷壶喷点水 //@I_m多多: 好可爱！我也想整！但是挂哪儿肿么浇水啊。。焦虑症又发作了！ //@孟尤尤:这也太美了~我也想整一个~@I_m多多,0
1027,我大概能猜到了[怒][哼],0
1028,[拳头][拳头]加油//@薰衣草的花香2012:[泪][泪]为了生活，必须奋斗！！！//@花漾阳光:能干啊//@薰衣草的花香2012:回复@花漾阳光:已经习惯了！//@薰衣草的花香2012:哎…………又能怎么的，照样要去上班噢！,0
1029,CAO! Ni Da Ye De！！//@鹏媒体赵鹏: [怒]强烈要求取缔城管这一毒瘤！,0
1030,善待动物 //@商亮文身工作室:多漂亮的马呀！[泪][泪][泪] //@BMWKNIGHT://@陈重权:这马我以前骑过挺好的 昨晚梦见它了[泪] //@萍萍练://@陈重权://@-从何说起-:转发微博,0
1031,#活动回顾#美食兵团第二期，再次用绳命做测评！7种咖啡！[晕][晕],0
1032,回复@嫁作扬州妇:最遗憾的就是，报道非常多，至今没去过。[泪][偷笑] //@嫁作扬州妇:老城很有味道，您去过喀什吗？ //@央广雅萍:喜欢第三、四张！[赞] //@喀什警sir:回复@喀什雪来提:对的 //@喀什雪来提:吾斯塘博依的老城？,0
1033,你高了不起啊！[怒][鄙视] //@小眼儿歪嘴儿大晶儿:哈哈哈哈。。。。谁能理解我这身高给我带来的压力呢 [奥特曼][奥特曼][奥特曼]你们丫装小鸟依人的时候 我都不好意思。。。,0
1034,会不会沉[疑问] //@王力群: 到处都是人浪[抓狂] //@田炜华:[抓狂] //@翘投资 :太可怕了。幸好没去。  //@soros929 ：鼓浪屿浪漫岛旅馆 沦陷了吗？,0
1035,只要一回家洗完澡，打开电脑。就会把之前计划好的事情全都放弃。哎~[衰],0
1036,在破纪录方面Yekaterinburg还不能跟北京比较! //@十三不靠谱: [衰]! 看起来好可怕！我的胃在颤抖。。@IainShaw //@Maxsiwu: and you say sushi isnt enough?!,0
1037,你们[抓狂]//@怪力小萝莉super:早，鱼皮，队形排好,0
1038,帝都干燥的天气真是折磨人啊， 刚来一天就眼睛嘴巴鼻子干的要死[怒],0
1039,#北京暴雨#连个雨星星也没看见，反倒是我觉得缺氧的很……[泪],0
1040,[失望]鼻酸[泪]粑粑[爱你],0
1041,祝福你生日快乐，甜蜜每一天如清新的草莓蛋糕～//@EraserofHELENCHONG:他大爷，，，明天我生日，，，，，难道我要批发蛋糕？？？？[衰],0
1042,都TMD内心强大啊[哈哈] //@武汉刘磊:我每天要经过两个堵15分钟的路口[泪]碰到下雨天开的想死[神马][织],0
1043,Paul 的甜?！[抓狂],0
1044,困那[抓狂][抓狂][抓狂][抓狂],0
1045,开始可以评论了，也开始上班了。真TM不想干活。[怒骂][生病][委屈],0
1046,和代笔无关吧//@马强_游戏 06年我所在的公司有款＜疯狂卡丁车＞ 发布，我亲眼见到一张韩寒软文植入的乙方合作意向书，不知后面为何没谈成，没保留证据可以拿2千万么？[泪]//@宋晨枫: //@Peter王强 凌晨回复的呀。韩寒这样重视麦田，麦田这辈子值了[哈哈],0
1047,还记得她吗？全英最有个性的小花童，当举国都在为盛大的王室婚礼沸腾雀跃时，在新婚夫妇甜蜜拥吻的一刻，她捂着耳朵眼含泪花说：累死了，我想回家！[泪] [泪] [泪]   #港中旅酒店婚礼狂想曲#,0
1048,这个貌似不能打包哈[抓狂][抓狂][抓狂] //@明小飞flyer:早上我又补了一碗！太牛啦！[哈哈],0
1049,只有我最摇摆，只有我最摇摆[抓狂] @那年那月nina,0
1050,[衰]//@柏彦的微博: 转发微博,0
1051,美吧！这个我去吴哥窟的时候错过了[泪] 如果幸运的话可以乘坐热气球。洞里萨湖一定要去看看的。,0
1052,//@懂点心计学:失去的再也回不到最初的样子了~[悲伤],0
1053,这一句＂说我俩仍在路上＂太过心酸了。[泪] //@漓叔:[泪]想听你说一个永远的谎言，说我俩仍在路上。想听你对我说一个永远的谎言，千万别告诉我事情的真相。请给我一个永远的谎言，告诉我无论如何这一切都是因为爱我。……えいえんの……,0
1054,索性做了和尚。 //@镜享人生-重庆:回复@哈戳戳:该求背时，我等你等得头发都掉光鸟[哈哈] //@哈戳戳:回复@镜享人生-重庆:爬！?酒不?老子留著。[怒] //@哈戳戳:不得?地大小便。 //@龙双丰:别急噻，乃大鹏金翅鸟！ //@哈戳戳: 明白，你尿憋了。[哈哈] //@龙双丰:等到，那我就马上放一只鸟出来耍耍。,0
1055,[偷笑]//@赵氏孤魂: [衰]这是真的，不过有些地方叫“做酒”，我元月在恩施利川一带游荡，看到乡村房屋院墙上有标语，大意是说：严禁任何做酒行为。我百思不得其解，为毛不能做酒啊，我国法律没禁私酒呀？忍不住就问我们租车的司机，他解释的就是这个事儿。,0
1056,榴莲蛋糕，碳烤大鸡排，什么什么花枝丸，大饼卷牛肉，白兰地巧克力，罪过罪过思密达[晕][泪][抓狂],0
1057,当你笑的时候，所有人都陪着你笑，当你哭的时候，你只能独自落泪[泪] 我在这里:http://t.cn/zjcPsTL,0
1058,[怒][怒] //@大头英俊侠:真是好威风！口不能言，目不能视，命如草芥，尊严如鞋底。好一个血淋淋的新中国！ //@鑫鑫的跳跳:转发微博,0
1059,帮可怜的前台MM转[泪],0
1060,//@咸鱼的行摄生活: 今天要记得竖蛋[偷乐]第一张图还以为沙县扁肉，结果一看辅料就绝望了，估计还是江南一带的[泪],0
1061,[衰]//@董明V: 北京工体附近下雪，这是什么情况？//@围脖老丁: 擦。。。,0
1062,"早上七点从家出发来加班,熬了一天,想打个车回家啊,看看这破街上,私家车也没几辆[哼]这大冷天的[抓狂]帝都今年冷冬哇[手套][温暖帽子][围脖] 我在#北河沿大街甲145号院# http://t.cn/zji9Lph",0
1063,又要胖了[泪],0
1064,出租司机问我：“哥们儿，你知道谁卖二手金杯么？” … 我当场目瞪口呆… #生命中，总有些接不下去的话# [泪],0
1065,我发现现在小孩玩具太好玩了，各种奇妙设计，当然价格也挺奇妙的[晕],0
1066,用电脑打开微博，居然直接给我升级成新版了，各种不适应ING。。。。[抓狂][抓狂][抓狂],0
1067,数度落泪![泪]//@李峥嵘: /@乔尔乔:这篇文章推荐给大家。数度落泪。,0
1068,//@春晓_Echo在路上: //@Bravecamel://@杨?ACN: 太可怕了！太没人性了！ //@田鲲鹏_ACN:这个国家 //@Guojun的空间:[怒]//@Dillonye: 我能说脏话吗？//@??丫头://@prinzuegen://@双流县白家场复兴2队江医生:@李亚玲 如果在美国，一定会得普利策奖，可惜她生在中国，今生不再买《成都商报》,0
1069,人民币[泪],0
1070,中国为什么限制自已的电影发展而让别国的电影发展这么好而中国又花大价钱进囗它们来赚中国人的钱[疑问] //@张元导演:[抓狂],0
1071,你是转给我看的吧[晕],0
1072,没有机位，只能明天才回北京[泪] 台北大雨，哪儿也去不了。突然想起，要去永康街的那家鼎泰?吃一?。味道跟北京比，基本一?。菜式大部分也相同。但是??比北京便宜很多，我按照我平常的??，????些菜。?有就是台北的鼎泰?像是家小吃店，而北京分店，那是高?餐?。,0
1073,虚伪[泪][泪][泪],0
1074,没看到[泪],0
1075,偶也来帮忙推广一下[偷笑] //@xsl吴刚:[汗][汗][汗][汗][汗][抓狂][抓狂][抓狂][抓狂][抓狂]别给我添乱！！！[怒][怒][怒],0
1076,好可怜的小东西。。。//@重口味女老师: 转！[怒],0
1077,这真是至理名言[泪],0
1078,昨天还记得今天是七夕节，一早起来就忘了。当然，我那位也忘了，还是朋友的短信提醒了他，他才蒙蒙地说，节日快乐。我半天没反应过来，什么节日？咦，不是我生日啊，那是什么节日？中秋？也不对啊。他说，[抓狂] 猪啊，情人节！ 那你怎么不准备礼物！[汗],0
1079,白天明前原来红茶包，美。今早一杯普洱……赶明我捡个树枝剁巴剁巴砌水得了[泪],0
1080,[悲伤] 我的宝贝老是拉肚子，思密达，妈咪爱都吃过了还是不管用，真是闹心哪。怎么办呢？,0
1081,//@赵立平是狂奔的野兔子://@宁财神: //@素素漫生活: 这是厦门摩托罗拉同事的孩子，求各地方媒体警方帮忙！在厦门找了3天，厦门大小媒体都已经帮忙发布！孩子估计已经被转移到其他地方。粉丝多的人帮忙多转发一下，拜托了[泪],0
1082,含蓄点到为止让人思考的听风者很好看[泪],0
1083,[泪][泪][泪] //@Edwardhuangwei: 他忘记了一切，但从未忘记爱你。欠父母的恩情，永远报答不完，也许只有将爱，一代代往下传！祝天下父母身体健康，幸福快乐！,0
1084,@杰哥5286 我帝妈爷、、、尖儿货塞满一冷冻抽屉[抓狂]@行者__赵宁 @兔拉拉810 @吾酷小宝 @吾酷周小四 @鼓手余伟民 谁会做就快来帮厨[抓狂],0
1085,首次来到几百公里以外的陆梁油田，参加陆梁油田作业区成立十周年大型文艺晚会。[嘻嘻]29号晚把笑声送给和平年代最可爱的人……这个油田厂区好大啊！[泪]不敢自己走动，怕走丢了被狼吃掉！在来的途中看到了野狼，狐狸，兔子，鹰……俨然是个动物园……哈哈～,0
1086,注意身体！//@陈不肯:半夜醒过来就看到这么多人转了，好开心！最近感冒发烧了，真难过……[泪],0
1087,第一次?友人?，精神病人思路?，2B青年??多....我?乎笑到流?！[嘻嘻][泪] //@小胡子评委郭晓东:铅笔快乐！~[偷笑],0
1088,好想毛毛...[泪]  //@ceciblue:[泪]  //@占夏curlicue://@JM_Gxx:5555...太感动了 一定要善待妞妞（牛牛也是对的..）第三张的小雪纳瑞最可爱啊 还有第5张是可卡还是？为什么是那样的毛色啊,0
1089,飞机晚点~[泪] 我在这里:http://t.cn/zlj7yXb,0
1090,怀念金童！//@天天体育: 和我们一起成长的球员都都退役了[泪][泪][泪],0
1091,全民宋慧乔啊……话说，技术再好，皮肤也得有个好底子才行。行了我还是喝黄豆猪蹄汤去吧……[泪],0
1092,[蜡烛][泪]//@编剧陈文杰: 转发微博,0
1093,核弹头老得好厉害?[泪],0
1094,不湿身[抓狂][抓狂][抓狂],0
1095,左右鼻子都塞住了。好辛苦[生病][衰],0
1096,南航服务质量一直挺差的。[怒],0
1097,这对于爱动物的人来说，无疑痛心。但社会上还有那么多吃不饱，穿不暖，生活在贫困地区的人他们是不是更需要帮助？对于我来说，这都是难题[失望]只能尽自己的所能了,0
1098,因为蒙牛都下架了！[泪],0
1099,"[ok] 试用！//@凤凰张芳: 回复@戚连民:冤枉啊，一分木有。[泪] //@戚连民:给你多少钱,你这么给人家做广告!",0
1100,俗话说，打打更健康啊亲[偷笑][偷笑] //@靓靓happiness:就是你们总打架！[汗] //@张晓蕊rry2:回复@化外狂封:就是总打架 //@化外狂封:我觉得我们是个非常好的团队  //@靓靓happiness:话说做得还不错，是我们在斯里兰卡不多的蔬菜餐啊~[泪],0
1101,这孩子太悲剧了，是大家救了你啊//@刘炎迅：这孩子太年轻了 //@作业本:那么多爱马仕只有一个是真的，千万别墅是别人的名字，豪车是别人的名字，美美，你太可怜了。[泪],0
1102,直接枪毙//@美女时钟:畜生，不得不爆粗[怒],0
1103,居然还有几位女性。先性别筛选一下再人肉是不是好些？这软件太雷人了。 //@中青报曹林:[抓狂] //@李开复: 这是人脸搜索，还是眼镜搜索？[偷笑],0
1104,十年，我在支付宝花了很多钱...说多都是泪[泪][泪][泪] #十年记忆 支付时光#,0
1105,不断加我的小朋友们，我真的是郭涛，但我真的不是石头的爸爸……[晕],0
1106,帝都的空气质量真心不好！这才几点啊，天已经灰蒙蒙的，需要开灯了……[悲伤],0
1107,扎了2针，抽了5管血化验。然后一个月后还要被从喉咙插根管子进行检查。同学们，爱惜自己的胃吧。[泪],0
1108,[吃惊][吃惊]//@赵波-赵桉:回复@reagandady:孔雀是金巧巧。卧槽我怎能八卦全知道[怒] //@reagandady:贵圈真乱 //@哑巴: 好吧知道是谁了。换个问题：假胸手感好吗？  //@哑巴:就差不知孔雀是谁。 //@哑巴:好吧知道是谁了。换个问题：假胸手感好吗？  //@哑巴:就差不知孔雀是谁。,0
1109,烘焙展不好玩，还是有的的吃才好！下午茶时间我们在夏朵花园补午饭餐，5个人点了披萨、海鲜饭、龙虾面、几样前菜，和8份甜点！！！[抓狂][抓狂][抓狂],0
1110,又到了吃货们懊恼“假期多少天，长胖多少斤”的时候鸟[抓狂][抓狂]，谁叫你们错把他两贴在一起了呢[哈哈]！难道是因为电影#在一起#正在热映，你只顾着让看起来很般配的他们在一起了吗？,0
1111,代小儿给老父上柱香、烧沓纸。好多话没来不及说，好多心情来不及表达。就是个慢热的人，亲人离开一年多了，伤感才慢慢渗透出来。[泪]最后敲一记钟吧，逝者已去，来日可追。。。? 我在这里:http://t.cn/z8L8wDl,0
1112,//@望月者:书的封面出来了吗？可我人在伊朗啥也看不见[抓狂][抓狂],0
1113,"//@三石出版痴语:听罢,泪如雨下!必须听必须听! //@朱学东:[蜡烛] //@吴晓波: //@北京厨子:必须听！上海话唱的！必须听！ // @大颊沙鼠 : @宁财神   @北京厨子   // @大颊沙鼠 :// @五行 :[泪] [蜡烛]",0
1114,要不要?麽?? [泪],0
1115,我也干过这事，一早兴冲冲的打开音乐一路狂奔，忽然....一脸苦逼相了！//@GTGT：我也干过这事，并线的时候突然看到[衰]的脸。,0
1116,还能说什么[怒] //@头条新闻:转发微博,0
1117,很难得这么顺的打上车，到机场后发现晚点至少一个半小时[抓狂][抓狂][抓狂] 我在这里:http://t.cn/zlK9v5K,0
1118,不喷香水的女人是没有前途滴。香奈儿奶奶如是说。此物从机场免税店图便宜带回，本想高级一把变为Chanel粉，可拆包以后。。这味道熏的我直想吐。。。适应了一会，闻着还是想吐。这泥马太恐怖了，难道骨子里注定姐就不是那精致的人儿？[衰][衰] 我在:http://t.cn/zYHLZes,0
1119,[伤心][伤心][伤心][伤心],0
1120,好吃的是外边裹的那层//@南半球的雪:这？玩意儿确定能吃？[思考][吃惊] //@子小鱼日娜: [衰],0
1121,我在新街口被下车了[晕][泪][衰]//@MJLee:news,0
1122,休整的享受就是在酒店看烂片，宅！[晕],0
1123,昨天做梦，梦见宝宝有10个鸡鸡。。。[汗][泪][泪][泪],0
1124,[抓狂][抓狂][抓狂][吃惊][吃惊][吃惊][吃惊][吃惊][吃惊][吃惊][吃惊],0
